frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase
72,1.970,27.720,36.1,17107,73968,0,17068,12851,0,0,43,30.00,16.50,18.00,47.3,idle_spawn
73,1.997,25.427,39.3,17127,74072,0,17088,12869,0,0,43,30.00,16.50,18.00,47.9,idle_spawn
74,2.023,27.419,36.5,17138,74132,0,17099,12879,0,0,43,30.00,16.50,18.00,48.5,idle_spawn
75,2.050,30.741,32.5,17166,74272,0,17127,12907,0,0,43,30.00,16.50,18.00,49.2,idle_spawn
76,2.081,31.877,31.4,17180,74345,0,17141,12921,0,0,43,30.00,16.50,18.00,49.9,idle_spawn
77,2.113,37.677,26.5,17208,74491,0,17169,12949,0,0,43,30.00,16.50,18.00,50.7,idle_spawn
78,2.151,31.643,31.6,17229,74605,0,17190,12970,0,0,43,30.00,16.50,18.00,51.6,idle_spawn
79,2.182,29.836,33.5,17261,74769,0,17222,13000,0,0,43,30.00,16.50,18.00,52.4,idle_spawn
80,2.212,32.042,31.2,17283,74879,0,17244,13022,0,0,43,30.00,16.50,18.00,53.1,idle_spawn
81,2.244,31.660,31.6,17268,74801,0,17229,13007,0,0,43,30.00,16.50,18.00,53.9,idle_spawn
82,2.276,32.075,31.2,17325,75086,0,17286,13064,0,0,43,30.00,16.50,18.00,54.6,idle_spawn
83,2.308,31.920,31.3,17351,75213,0,17312,13090,0,0,43,30.00,16.50,18.00,55.4,idle_spawn
84,2.340,37.606,26.6,17374,75322,0,17335,13113,0,0,43,30.00,16.50,18.00,56.2,idle_spawn
85,2.377,32.043,31.2,17407,75465,0,17368,13139,0,0,43,30.00,16.50,18.00,57.1,idle_spawn
86,2.409,31.802,31.4,17433,75571,0,17394,13159,0,0,43,30.00,16.50,18.00,57.8,idle_spawn
87,2.441,24.321,41.1,17472,75745,0,17433,13192,0,0,43,30.00,16.50,18.00,58.6,idle_spawn
88,2.466,24.249,41.2,17486,75827,0,17447,13206,0,0,43,30.00,16.50,18.00,59.2,idle_spawn
89,2.490,26.052,38.4,17520,75993,0,17481,13239,0,0,43,30.00,16.50,18.00,59.8,idle_spawn
90,2.516,25.380,39.4,17536,76078,0,17497,13254,0,0,43,30.00,16.50,18.00,60.4,idle_spawn
91,2.541,32.065,31.2,17549,76147,0,17510,13268,0,0,43,30.00,16.50,18.00,61.0,idle_spawn
92,2.573,25.937,38.6,17568,76242,0,17529,13287,0,0,43,30.00,16.50,18.00,61.8,idle_spawn
93,2.599,26.136,38.3,17596,76382,0,17557,13315,0,0,43,30.00,16.50,18.00,62.4,idle_spawn
94,2.626,26.388,37.9,17612,76456,0,17573,13331,0,0,43,30.00,16.50,18.00,63.0,idle_spawn
95,2.652,25.942,38.5,17635,76583,0,17596,13354,0,0,43,30.00,16.50,18.00,63.6,idle_spawn
96,2.678,25.712,38.9,17649,76656,0,17610,13368,0,0,43,30.00,16.50,18.00,64.3,idle_spawn
97,2.704,25.156,39.8,17658,76710,0,17619,13377,0,0,43,30.00,16.50,18.00,64.9,idle_spawn
98,2.729,29.072,34.4,17661,76725,0,17622,13380,0,0,43,30.00,16.50,18.00,65.5,idle_spawn
99,2.758,39.036,25.6,17732,77089,0,17693,13451,0,0,43,30.00,16.50,18.00,66.2,idle_spawn
100,2.797,27.234,36.7,17695,76900,0,17656,13413,0,0,43,30.00,16.50,18.00,67.1,idle_spawn
101,2.824,27.227,36.7,17702,76938,0,17663,13420,0,0,43,30.00,16.50,18.00,67.8,idle_spawn
102,2.851,26.072,38.4,17715,77015,0,17676,13433,0,0,43,30.00,16.50,18.00,68.4,idle_spawn
103,2.877,26.484,37.8,17727,77078,0,17688,13445,0,0,43,30.00,16.50,18.00,69.1,idle_spawn
104,2.904,25.810,38.7,17728,77080,0,17689,13446,0,0,43,30.00,16.50,18.00,69.7,idle_spawn
105,2.930,25.897,38.6,17738,77122,0,17699,13457,0,0,43,30.00,16.50,18.00,70.3,idle_spawn
106,2.956,25.857,38.7,17739,77128,0,17700,13459,0,0,43,30.00,16.50,18.00,70.9,idle_spawn
107,2.982,32.101,31.2,17756,77214,0,17717,13477,0,0,43,30.00,16.50,18.00,71.6,idle_spawn
108,3.014,26.325,38.0,17763,77255,0,17724,13484,0,0,43,30.00,16.50,18.00,72.3,idle_spawn
109,3.040,26.111,38.3,17777,77322,0,17738,13498,0,0,43,30.00,16.50,18.00,73.0,idle_spawn
110,3.066,26.246,38.1,17790,77390,0,17751,13511,0,0,43,30.00,16.50,18.00,73.6,idle_spawn
111,3.092,26.449,37.8,17792,77419,0,17753,13520,0,0,43,30.00,16.50,18.00,74.2,idle_spawn
112,3.119,27.064,36.9,17802,77466,0,17763,13530,0,0,43,30.00,16.50,18.00,74.9,idle_spawn
113,3.146,28.811,34.7,17822,77539,0,17783,13544,0,0,43,30.00,16.50,18.00,75.5,idle_spawn
114,3.175,27.344,36.6,17831,77580,0,17792,13555,0,0,43,30.00,16.50,18.00,76.2,idle_spawn
115,3.202,32.563,30.7,17841,77639,0,17802,13565,0,0,43,30.00,16.50,18.00,76.8,idle_spawn
116,3.235,29.144,34.3,17859,77735,0,17820,13583,0,0,43,30.00,16.50,18.00,77.6,idle_spawn
117,3.264,26.548,37.7,17872,77804,0,17833,13597,0,0,43,30.00,16.50,18.00,78.3,idle_spawn
118,3.290,26.330,38.0,17884,77870,0,17845,13612,0,0,43,30.00,16.50,18.00,79.0,idle_spawn
119,3.317,26.334,38.0,17896,77936,0,17857,13624,0,0,43,30.00,16.50,18.00,79.6,idle_spawn
120,3.343,26.533,37.7,17918,78049,0,17879,13646,0,0,43,30.00,16.50,18.00,80.2,idle_spawn
121,3.370,26.345,38.0,17931,78118,0,17892,13660,0,0,43,30.00,16.50,18.00,80.9,idle_spawn
122,3.396,26.383,37.9,17943,78189,0,17904,13674,0,0,43,30.00,16.50,18.00,81.5,idle_spawn
123,3.422,32.499,30.8,17952,78237,0,17913,13683,0,0,43,30.00,16.50,18.00,82.1,idle_spawn
124,3.455,26.764,37.4,17966,78313,0,17927,13700,0,0,43,30.00,16.50,18.00,82.9,idle_spawn
125,3.482,29.062,34.4,17979,78401,0,17940,13721,0,0,43,30.00,16.50,18.00,83.6,idle_spawn
126,3.511,26.552,37.7,17981,78417,0,17942,13726,0,0,43,30.00,16.50,18.00,84.3,idle_spawn
