frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase,msTerrain,msObjects,msHUD,msSwap,colTested,colCulledDist,blkTested,blkAir,blkOccluded,blkFrustum,blkDrawn,dcBlocks,dcTrees,dcTorches,dcRuins,nTrees,nTorch,msTopScan
764,36.800,24.588,40.7,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.283,0.101,0.132,0.476,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
765,36.825,24.422,40.9,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.285,0.096,0.130,0.413,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
766,36.849,27.813,36.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,26.277,0.177,0.221,0.706,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.014
767,36.877,32.280,31.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,31.195,0.112,0.158,0.470,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
768,36.909,25.052,39.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,24.131,0.101,0.121,0.407,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
769,36.934,35.942,27.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,32.221,0.158,0.123,0.390,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
770,36.970,30.607,32.7,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,29.721,0.099,0.137,0.394,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
771,37.001,27.861,35.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,26.903,0.160,0.119,0.401,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
772,37.029,30.584,32.7,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,29.587,0.103,0.138,0.423,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
773,37.059,23.586,42.4,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.548,0.101,0.144,0.438,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
774,37.083,23.282,43.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.385,0.105,0.131,0.390,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
775,37.106,23.202,43.1,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.331,0.098,0.123,0.408,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
776,37.129,23.162,43.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.365,0.093,0.118,0.367,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
777,37.153,25.137,39.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,21.677,0.094,0.124,0.416,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
778,37.178,23.700,42.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.859,0.098,0.119,0.393,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.005
779,37.201,28.567,35.0,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,26.873,0.159,0.124,1.143,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
780,37.230,36.664,27.3,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,35.691,0.096,0.136,0.392,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.014
781,37.267,23.407,42.7,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.497,0.094,0.130,0.397,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
782,37.290,23.446,42.7,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.530,0.095,0.117,0.389,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
783,37.314,23.319,42.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.267,0.094,0.140,0.403,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
784,37.337,23.890,41.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.910,0.099,0.129,0.374,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.004
785,37.361,30.285,33.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,26.338,0.094,0.117,0.394,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
786,37.391,25.280,39.6,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,24.132,0.106,0.131,0.550,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
787,37.416,24.077,41.5,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.203,0.106,0.122,0.403,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
788,37.440,26.027,38.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,25.094,0.099,0.148,0.429,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.017
789,37.467,24.479,40.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.505,0.111,0.133,0.403,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.026
790,37.491,24.252,41.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.371,0.101,0.126,0.397,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
791,37.515,24.154,41.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.226,0.105,0.126,0.432,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
792,37.539,23.733,42.1,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.836,0.100,0.121,0.412,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.003
793,37.563,27.208,36.8,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.939,0.102,0.121,0.417,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
794,37.590,23.740,42.1,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,22.792,0.101,0.125,0.434,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.004
795,37.614,24.896,40.2,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,23.714,0.103,0.201,0.628,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
796,37.639,24.339,41.1,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,23.114,0.102,0.129,0.687,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
797,37.663,24.434,40.9,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,23.481,0.110,0.151,0.429,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
798,37.688,24.112,41.5,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,22.969,0.104,0.171,0.530,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
799,37.712,27.611,36.2,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,23.329,0.172,0.216,3.537,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
800,37.740,64.981,15.4,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,60.273,0.213,0.220,3.678,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
801,37.805,30.979,32.3,29109,85035,85035,29070,7651,28810,191,43,43.08,15.33,22.14,269.4,birdseye,22.463,0.103,0.131,0.467,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
802,37.836,24.096,41.5,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.105,0.102,0.127,0.445,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
803,37.860,24.642,40.6,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.580,0.105,0.142,0.482,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.017
804,37.884,28.971,34.5,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,27.904,0.182,0.131,0.446,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.014
805,37.913,32.660,30.6,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,31.537,0.105,0.143,0.487,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
806,37.946,25.786,38.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,24.832,0.105,0.137,0.439,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.016
807,37.972,24.481,40.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.449,0.103,0.147,0.437,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
808,37.996,23.851,41.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.965,0.099,0.128,0.407,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
809,38.020,26.175,38.2,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.576,0.099,0.121,0.409,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
810,38.046,23.332,42.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.548,0.098,0.122,0.368,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
811,38.070,23.302,42.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.463,0.099,0.129,0.387,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
812,38.093,23.899,41.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.013,0.115,0.120,0.390,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
813,38.117,23.253,43.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.389,0.101,0.120,0.389,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
814,38.140,23.592,42.4,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.580,0.102,0.124,0.395,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
815,38.164,23.719,42.2,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.824,0.115,0.121,0.410,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
816,38.188,23.841,41.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.935,0.103,0.119,0.439,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
817,38.211,25.553,39.1,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,24.323,0.102,0.201,0.533,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
818,38.237,26.412,37.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.545,0.104,0.131,0.416,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
819,38.263,23.608,42.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.401,0.099,0.131,0.450,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
820,38.287,24.428,40.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.122,0.113,0.149,0.471,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
821,38.312,28.018,35.7,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,26.843,0.101,0.133,0.436,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
822,38.340,23.477,42.6,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.383,0.101,0.134,0.428,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.004
823,38.363,31.130,32.1,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,30.130,0.104,0.117,0.401,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
824,38.394,26.464,37.8,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,25.501,0.104,0.125,0.424,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
825,38.421,23.689,42.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.727,0.102,0.135,0.424,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
826,38.444,26.812,37.3,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.967,0.111,0.126,0.400,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
827,38.471,23.368,42.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.453,0.099,0.121,0.419,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
828,38.495,23.645,42.3,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.647,0.099,0.132,0.416,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
829,38.518,23.624,42.3,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,22.715,0.100,0.124,0.398,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
830,38.542,25.022,40.0,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,24.029,0.103,0.128,0.396,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
831,38.567,24.346,41.1,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.221,0.106,0.133,0.444,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
832,38.591,24.503,40.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.318,0.109,0.142,0.421,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
833,38.616,26.889,37.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,25.839,0.103,0.139,0.426,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
834,38.643,24.483,40.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.558,0.098,0.125,0.416,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
835,38.667,27.349,36.6,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.645,0.101,0.134,0.448,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
836,38.695,23.588,42.4,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.681,0.100,0.120,0.396,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
837,38.718,23.634,42.3,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.683,0.099,0.140,0.406,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
838,38.742,24.892,40.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.921,0.101,0.124,0.434,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
839,38.767,24.026,41.6,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.078,0.098,0.125,0.391,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.014
840,38.791,24.338,41.1,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.348,0.102,0.137,0.374,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
841,38.815,23.844,41.9,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.844,0.101,0.132,0.426,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
842,38.839,27.545,36.3,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,26.531,0.165,0.131,0.415,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.015
843,38.867,25.498,39.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,24.583,0.105,0.132,0.426,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
844,38.892,28.471,35.1,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,24.270,0.099,0.123,0.557,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
845,38.921,24.504,40.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.428,0.104,0.130,0.405,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
846,38.945,27.457,36.4,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,26.291,0.102,0.130,0.444,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
847,38.973,24.863,40.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.717,0.097,0.125,0.436,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
848,38.997,24.239,41.3,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.182,0.098,0.120,0.446,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
849,39.022,24.695,40.5,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.633,0.096,0.113,0.408,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
850,39.046,24.378,41.0,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.458,0.098,0.130,0.388,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
851,39.071,24.931,40.1,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.281,0.164,0.122,1.059,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
852,39.096,26.197,38.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.711,0.099,0.125,0.411,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
853,39.122,23.856,41.9,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.837,0.095,0.137,0.380,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
854,39.146,23.694,42.2,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.500,0.104,0.139,0.478,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
855,39.170,24.003,41.7,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.965,0.098,0.146,0.415,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
856,39.194,24.514,40.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.580,0.115,0.121,0.415,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
857,39.218,24.575,40.7,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.703,0.097,0.126,0.390,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
858,39.243,23.935,41.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,22.859,0.098,0.177,0.441,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
859,39.267,24.000,41.7,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.076,0.094,0.119,0.401,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
860,39.291,27.494,36.4,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,26.451,0.097,0.131,0.542,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
861,39.318,45.650,21.9,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,41.084,0.102,0.128,0.937,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.018
862,39.364,28.459,35.1,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,27.397,0.106,0.142,0.429,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
863,39.392,25.036,39.9,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,24.050,0.101,0.127,0.440,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.015
864,39.417,25.095,39.8,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,24.184,0.101,0.124,0.415,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.005
865,39.442,24.201,41.3,29097,85011,85011,29058,7651,28810,179,43,43.08,15.33,22.14,269.4,birdseye,23.256,0.101,0.122,0.397,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
866,39.467,23.886,41.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.025,0.098,0.117,0.397,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.005
867,39.491,24.102,41.5,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.155,0.099,0.124,0.417,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
868,39.515,25.846,38.7,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,24.843,0.114,0.144,0.431,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
869,39.541,30.422,32.9,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,26.162,0.103,0.136,0.423,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
870,39.571,24.533,40.8,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,23.563,0.103,0.130,0.426,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
871,39.596,28.993,34.5,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,27.551,0.201,0.225,0.691,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
872,39.625,30.131,33.2,29101,85019,85019,29062,7651,28810,183,43,43.08,15.33,22.14,269.4,birdseye,29.203,0.100,0.125,0.407,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
873,39.655,24.760,40.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.820,0.103,0.125,0.409,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
874,39.679,23.523,42.5,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.582,0.118,0.121,0.404,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
875,39.703,23.624,42.3,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.696,0.098,0.126,0.427,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
876,39.727,23.695,42.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.746,0.102,0.125,0.429,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
877,39.750,27.814,36.0,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,24.029,0.105,0.139,0.443,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
878,39.778,23.580,42.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.638,0.104,0.135,0.384,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.007
879,39.802,23.702,42.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.741,0.102,0.130,0.438,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.008
880,39.826,23.894,41.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.016,0.099,0.118,0.392,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.009
881,39.849,28.444,35.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,27.443,0.110,0.148,0.445,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.013
882,39.878,24.851,40.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.902,0.102,0.125,0.400,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.006
883,39.903,24.158,41.4,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.075,0.102,0.160,0.432,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.011
884,39.927,23.251,43.0,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.400,0.104,0.130,0.386,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.010
885,39.950,24.263,41.2,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,23.344,0.101,0.127,0.461,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.012
886,39.974,27.098,36.9,29105,85027,85027,29066,7651,28810,187,43,43.08,15.33,22.14,269.4,birdseye,22.693,0.101,0.123,0.447,23309,12492,133856,61819,29961,34388,7688,7688,17387,74,364,11,37,0.014
