frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase,msTerrain,msObjects,msHUD,msSwap,colTested,colCulledDist,blkTested,blkAir,blkOccluded,blkFrustum,blkDrawn,dcBlocks,dcTrees,dcTorches,dcRuins,nTrees,nTorch,msTopScan
1,0.000,43.654,22.9,83067,206529,206529,83028,12331,82584,376,43,3.03,30.26,7.13,-90.0,idle_spawn,37.067,0.211,0.108,0.283,32761,20666,162146,76018,36219,36551,13358,13358,65423,142,364,55,71,0.031
2,0.044,42.989,23.3,83093,206645,206645,83054,12346,82610,376,43,3.03,29.99,7.13,-90.0,idle_spawn,42.126,0.210,0.088,0.391,32761,20666,162146,76018,36219,36525,13384,13384,65423,142,364,55,71,0.027
3,0.087,33.150,30.2,83410,208247,208247,83371,12665,82927,376,43,3.03,29.70,7.13,-90.0,idle_spawn,32.259,0.121,0.087,0.300,32761,20666,162146,76018,36219,36208,13701,13701,65423,142,364,55,71,0.026
4,0.120,34.870,28.7,83452,208457,208457,83413,12707,82969,376,43,3.03,29.45,7.13,-90.0,idle_spawn,34.013,0.129,0.090,0.287,32761,20666,162146,76018,36219,36166,13743,13743,65423,142,364,55,71,0.031
5,0.155,43.049,23.2,83469,208537,208537,83430,12722,82986,376,43,3.03,29.18,7.13,-90.0,idle_spawn,42.220,0.223,0.080,0.279,32761,20666,162146,76018,36219,36149,13760,13760,65423,142,364,55,71,0.029
6,0.198,44.203,22.6,83773,210058,210058,83734,13021,83290,376,43,3.03,28.81,7.13,-90.0,idle_spawn,43.325,0.184,0.091,0.339,32761,20666,162146,76018,36219,35845,14064,14064,65423,142,364,55,71,0.026
7,0.242,40.884,24.5,83825,210288,210288,83786,13046,83342,376,43,3.03,28.41,7.13,-90.0,idle_spawn,38.110,0.202,0.152,0.244,32761,20666,162146,76018,36219,35793,14116,14116,65423,142,364,55,71,0.029
8,0.283,42.343,23.6,84006,211185,211185,83967,13222,83523,376,43,3.03,28.01,7.13,-90.0,idle_spawn,41.397,0.238,0.109,0.392,32761,20666,162146,76018,36219,35612,14297,14297,65423,142,364,55,71,0.020
9,0.325,40.889,24.5,84132,211814,211814,84093,13350,83649,376,43,3.03,27.56,7.13,-90.0,idle_spawn,40.000,0.137,0.091,0.298,32761,20666,162146,76018,36219,35486,14423,14423,65423,142,364,55,71,0.028
10,0.366,42.139,23.7,84285,212586,212586,84246,13501,83802,376,43,3.03,27.11,7.13,-90.0,idle_spawn,41.387,0.126,0.089,0.304,32761,20666,162146,76018,36219,35333,14576,14576,65423,142,364,55,71,0.036
11,0.408,40.570,24.6,84410,213210,213210,84371,13628,83927,376,43,3.03,26.62,7.13,-90.0,idle_spawn,39.806,0.126,0.106,0.273,32761,20666,162146,76018,36219,35208,14701,14701,65423,142,364,55,71,0.018
12,0.449,42.796,23.4,84665,214496,214496,84626,13882,84182,376,43,3.03,26.12,7.13,-90.0,idle_spawn,39.600,0.135,0.096,0.279,32761,20666,162146,76018,36219,34953,14956,14956,65423,142,364,55,71,0.024
13,0.492,40.059,25.0,84692,214620,214620,84653,13910,84209,376,43,3.03,25.57,7.13,-90.0,idle_spawn,39.362,0.123,0.082,0.260,32761,20666,162146,76018,36219,34926,14983,14983,65423,142,364,55,71,0.023
14,0.532,40.773,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.944,0.123,0.083,0.322,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
15,0.573,40.773,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.928,0.128,0.092,0.270,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
16,0.613,40.781,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.073,0.121,0.086,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
17,0.654,43.757,22.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.090,0.126,0.116,0.277,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.033
18,0.698,40.593,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.847,0.124,0.083,0.259,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
19,0.738,41.255,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.443,0.128,0.085,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
20,0.780,41.076,24.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.186,0.133,0.088,0.258,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
21,0.821,40.432,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.636,0.129,0.083,0.258,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
22,0.861,43.071,23.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.296,0.126,0.105,0.263,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.033
23,0.904,40.253,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.409,0.125,0.098,0.258,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
24,0.945,41.431,24.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.581,0.122,0.087,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
25,0.986,41.873,23.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.100,0.126,0.091,0.259,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.033
26,1.028,40.922,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.925,0.125,0.090,0.312,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
27,1.069,41.323,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.607,0.126,0.078,0.249,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.020
28,1.110,40.231,24.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.335,0.124,0.081,0.264,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
29,1.150,39.762,25.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.929,0.130,0.089,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
30,1.190,40.559,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.734,0.135,0.125,0.256,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.038
31,1.231,48.200,20.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,47.331,0.127,0.086,0.261,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
32,1.279,41.533,24.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.889,0.123,0.086,0.260,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.017
33,1.321,42.505,23.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.866,0.122,0.087,0.719,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
34,1.363,41.336,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.623,0.128,0.080,0.255,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
35,1.404,40.422,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.619,0.130,0.084,0.258,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
36,1.445,41.063,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.299,0.135,0.088,0.255,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
37,1.486,42.601,23.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.880,0.122,0.094,0.311,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
38,1.529,40.932,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.053,0.127,0.100,0.312,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.033
39,1.569,40.390,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.646,0.136,0.087,0.255,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
40,1.610,47.525,21.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,46.701,0.126,0.098,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.020
41,1.657,46.745,21.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,46.035,0.122,0.085,0.251,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.035
42,1.704,41.788,23.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.192,0.125,0.083,0.244,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
43,1.746,40.606,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.827,0.127,0.085,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.034
44,1.787,42.442,23.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.638,0.140,0.096,0.322,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
45,1.829,40.207,24.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.432,0.124,0.086,0.252,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
46,1.869,42.666,23.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.936,0.127,0.086,0.247,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.036
47,1.912,44.158,22.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.528,0.123,0.084,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.035
48,1.956,52.785,18.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,52.066,0.129,0.089,0.251,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
49,2.009,47.399,21.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,46.594,0.121,0.085,0.290,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
50,2.056,40.333,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.363,0.125,0.094,0.290,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
51,2.097,42.022,23.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.972,0.124,0.105,0.245,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
52,2.139,48.120,20.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,45.408,0.127,0.091,0.247,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.020
53,2.187,40.024,25.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.133,0.133,0.106,0.335,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
54,2.227,41.194,24.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.358,0.124,0.092,0.262,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.037
55,2.268,41.323,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.527,0.125,0.083,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.026
56,2.309,40.399,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.721,0.139,0.084,0.256,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
57,2.350,43.116,23.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.981,0.126,0.125,0.298,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
58,2.393,41.061,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.262,0.129,0.088,0.263,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
59,2.434,41.517,24.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.663,0.128,0.097,0.282,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
60,2.476,40.696,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.932,0.125,0.084,0.296,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
61,2.516,39.973,25.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.240,0.127,0.083,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
62,2.556,42.299,23.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.530,0.197,0.124,0.323,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.042
63,2.599,42.083,23.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.369,0.133,0.097,0.260,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
64,2.641,46.967,21.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,46.244,0.127,0.105,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.026
65,2.688,40.190,24.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.449,0.140,0.089,0.277,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.017
66,2.728,43.336,23.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,42.622,0.128,0.105,0.251,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
67,2.771,43.860,22.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.167,0.218,0.111,0.249,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.026
68,2.815,42.053,23.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.324,0.127,0.087,0.277,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
69,2.857,40.003,25.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.258,0.128,0.090,0.297,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
70,2.897,40.786,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.055,0.129,0.087,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
71,2.938,45.042,22.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,44.335,0.127,0.089,0.253,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.041
72,2.983,43.123,23.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.390,0.138,0.107,0.312,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
73,3.026,41.228,24.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.396,0.143,0.088,0.326,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.020
74,3.067,44.272,22.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,43.556,0.126,0.092,0.249,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
75,3.112,40.409,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.703,0.126,0.082,0.256,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
76,3.152,40.668,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.932,0.139,0.086,0.267,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.040
77,3.193,41.346,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.747,0.123,0.084,0.247,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
78,3.234,40.881,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.144,0.132,0.105,0.264,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.036
79,3.275,40.942,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.215,0.125,0.081,0.275,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
80,3.316,40.697,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.584,0.132,0.093,0.620,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
81,3.357,41.123,24.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.401,0.131,0.087,0.252,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.018
82,3.398,42.220,23.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.571,0.127,0.097,0.255,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
83,3.440,41.014,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.280,0.132,0.087,0.297,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
84,3.481,42.382,23.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.629,0.142,0.087,0.292,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
85,3.524,40.437,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.601,0.137,0.093,0.353,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.010
86,3.564,42.260,23.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.063,0.156,0.097,0.698,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
87,3.606,45.118,22.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,42.234,0.139,0.086,0.271,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
88,3.651,50.942,19.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,50.257,0.135,0.091,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.032
89,3.702,45.941,21.8,84835,215361,215361,84796,14059,84356,372,43,3.03,25.33,7.13,-90.0,idle_spawn,45.201,0.123,0.107,0.247,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
90,3.748,46.070,21.7,84835,215361,215361,84796,14059,84356,372,43,3.03,25.33,7.13,-90.0,idle_spawn,45.305,0.140,0.097,0.271,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.035
91,3.794,48.917,20.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,48.117,0.129,0.092,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.018
92,3.843,49.822,20.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,47.452,0.126,0.087,0.248,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
93,3.893,45.923,21.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,45.107,0.127,0.086,0.258,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
94,3.939,42.301,23.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.613,0.126,0.086,0.262,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
95,3.981,43.957,22.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,43.241,0.127,0.082,0.295,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
96,4.025,40.558,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.795,0.134,0.090,0.254,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
97,4.066,41.453,24.1,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.737,0.127,0.083,0.256,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
98,4.107,41.754,23.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.926,0.133,0.101,0.261,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.038
99,4.149,40.441,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.592,0.134,0.087,0.346,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
100,4.190,57.369,17.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,56.295,0.230,0.142,0.433,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.039
101,4.247,41.631,24.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.800,0.168,0.104,0.272,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.037
102,4.289,43.102,23.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.243,0.129,0.095,0.289,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
103,4.332,46.181,21.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,45.358,0.143,0.089,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
104,4.378,41.613,24.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.806,0.128,0.089,0.266,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
105,4.420,40.872,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.117,0.129,0.087,0.278,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
106,4.460,44.609,22.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,43.812,0.132,0.091,0.314,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.023
107,4.505,42.411,23.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.606,0.129,0.084,0.274,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
108,4.547,40.496,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.769,0.144,0.084,0.265,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
109,4.588,45.620,21.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,44.919,0.130,0.080,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.032
110,4.634,40.825,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.161,0.124,0.086,0.264,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.026
111,4.674,40.421,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.698,0.140,0.105,0.273,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
112,4.715,41.272,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,38.576,0.123,0.087,0.261,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
113,4.756,40.859,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.148,0.127,0.090,0.267,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.030
114,4.797,41.381,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.682,0.128,0.087,0.285,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.035
115,4.838,40.815,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.087,0.141,0.090,0.277,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
116,4.879,44.790,22.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,44.065,0.139,0.088,0.277,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.034
117,4.924,46.290,21.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,43.650,0.183,0.086,0.275,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.034
118,4.970,41.917,23.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.154,0.129,0.096,0.306,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
119,5.012,43.511,23.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,42.799,0.146,0.092,0.264,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
120,5.056,40.368,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.600,0.128,0.085,0.357,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
